Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,5,2013-07-05,5288,1036,1,1,0,0
3,5,2013-07-05,9257,930,1,1,0,0
4,5,2013-07-05,8419,1198,1,1,0,1
5,5,2013-07-05,7054,708,1,1,0,0
6,5,2013-07-05,6723,807,1,1,0,0
7,5,2013-07-05,10005,1139,1,1,0,1
8,5,2013-07-05,4959,595,1,1,0,1
9,5,2013-07-05,6015,561,1,1,0,0
10,5,2013-07-05,5663,588,1,1,0,1
11,5,2013-07-05,8218,1146,1,1,0,1
12,5,2013-07-05,8615,952,1,1,0,1
13,5,2013-07-05,6080,432,1,1,0,0
14,5,2013-07-05,6479,745,1,1,0,0
15,5,2013-07-05,7359,721,1,1,0,1
16,5,2013-07-05,7767,958,1,1,0,0
17,5,2013-07-05,7540,931,1,1,0,0
18,5,2013-07-05,7887,882,1,1,0,0
19,5,2013-07-05,6474,630,1,1,0,0
20,5,2013-07-05,8205,893,1,1,0,0
1,4,2013-07-04,5701,634,1,1,0,0
2,4,2013-07-04,5820,788,1,1,0,0
3,4,2013-07-04,8932,930,1,1,0,0
4,4,2013-07-04,8899,1306,1,1,0,1
5,4,2013-07-04,6473,679,1,1,0,0
6,4,2013-07-04,6871,787,1,1,0,0
7,4,2013-07-04,9256,1032,1,1,0,1
8,4,2013-07-04,6368,745,1,1,0,1
9,4,2013-07-04,5678,501,1,1,0,0
10,4,2013-07-04,5798,604,1,1,0,1
11,4,2013-07-04,8614,1156,1,1,0,1
12,4,2013-07-04,8258,897,1,1,0,1
13,4,2013-07-04,5655,437,1,1,0,0
14,4,2013-07-04,6027,663,1,1,0,0
15,4,2013-07-04,7395,739,1,1,0,1
16,4,2013-07-04,8617,945,1,1,0,0
17,4,2013-07-04,8797,1041,1,1,0,0
18,4,2013-07-04,6355,709,1,1,0,0
19,4,2013-07-04,6651,666,1,1,0,0
20,4,2013-07-04,9139,1075,1,1,0,0
1,3,2013-07-03,5875,634,1,1,0,0
2,3,2013-07-03,6527,811,1,1,0,0
3,3,2013-07-03,9924,908,1,1,0,0
4,3,2013-07-03,9089,1225,1,1,0,1
5,3,2013-07-03,7100,802,1,1,0,0
6,3,2013-07-03,7496,825,1,1,0,0
7,3,2013-07-03,9851,1051,1,1,0,1
8,3,2013-07-03,5081,571,1,1,0,1
9,3,2013-07-03,6141,544,1,1,0,0
10,3,2013-07-03,5636,535,1,1,0,1
11,3,2013-07-03,9397,1247,1,1,0,1
12,3,2013-07-03,7855,876,1,1,0,1
13,3,2013-07-03,6756,449,1,1,0,0
14,3,2013-07-03,5617,614,1,1,0,0
15,3,2013-07-03,6819,647,1,1,0,1
16,3,2013-07-03,8569,943,1,1,0,0
17,3,2013-07-03,8149,944,1,1,0,0
18,3,2013-07-03,7120,792,1,1,0,0
19,3,2013-07-03,6649,634,1,1,0,0
20,3,2013-07-03,8198,928,1,1,0,0
1,2,2013-07-02,5868,614,1,1,0,0
2,2,2013-07-02,5862,728,1,1,0,0
3,2,2013-07-02,9158,892,1,1,0,0
4,2,2013-07-02,9650,1336,1,1,0,1
5,2,2013-07-02,6652,678,1,1,0,0
6,2,2013-07-02,7909,841,1,1,0,0
7,2,2013-07-02,12421,1279,1,1,0,1
8,2,2013-07-02,6558,731,1,1,0,1
9,2,2013-07-02,6950,592,1,1,0,0
10,2,2013-07-02,5828,585,1,1,0,1
11,2,2013-07-02,9266,1245,1,1,0,1
12,2,2013-07-02,7010,907,1,1,0,1
13,2,2013-07-02,5930,403,1,1,0,0
14,2,2013-07-02,6465,714,1,1,0,0
15,2,2013-07-02,5561,601,1,1,0,1
16,2,2013-07-02,8976,1032,1,1,0,0
17,2,2013-07-02,8580,1070,1,1,0,0
18,2,2013-07-02,6607,715,1,1,0,0
19,2,2013-07-02,7200,698,1,1,0,0
20,2,2013-07-02,8102,965,1,1,0,0
1,1,2013-07-01,5614,614,1,1,0,0
2,1,2013-07-01,6336,715,1,1,0,0
3,1,2013-07-01,9469,949,1,1,0,0
4,1,2013-07-01,13203,1613,1,1,0,1
5,1,2013-07-01,9047,845,1,1,0,0
6,1,2013-07-01,9914,1037,1,1,0,0
7,1,2013-07-01,15123,1391,1,1,0,1
8,1,2013-07-01,7771,846,1,1,0,1
9,1,2013-07-01,7929,684,1,1,0,0
10,1,2013-07-01,7138,697,1,1,0,1
11,1,2013-07-01,11358,1450,1,1,0,1
12,1,2013-07-01,8936,1045,1,1,0,1
13,1,2013-07-01,7594,536,1,1,0,0
14,1,2013-07-01,6843,774,1,1,0,0
15,1,2013-07-01,7979,773,1,1,0,1
16,1,2013-07-01,10804,1095,1,1,0,0
17,1,2013-07-01,9751,1134,1,1,0,0
18,1,2013-07-01,7862,835,1,1,0,0
19,1,2013-07-01,9599,871,1,1,0,0
20,1,2013-07-01,9993,1050,1,1,0,0
1,7,2013-06-30,0,0,0,0,0,0
2,7,2013-06-30,0,0,0,0,0,0
3,7,2013-06-30,0,0,0,0,0,0
4,7,2013-06-30,0,0,0,0,0,0
5,7,2013-06-30,0,0,0,0,0,0
6,7,2013-06-30,0,0,0,0,0,0
7,7,2013-06-30,0,0,0,0,0,0
8,7,2013-06-30,0,0,0,0,0,0
9,7,2013-06-30,0,0,0,0,0,0
10,7,2013-06-30,0,0,0,0,0,0
11,7,2013-06-30,0,0,0,0,0,0
12,7,2013-06-30,0,0,0,0,0,0
13,7,2013-06-30,0,0,0,0,0,0
14,7,2013-06-30,0,0,0,0,0,0
15,7,2013-06-30,0,0,0,0,0,0
16,7,2013-06-30,0,0,0,0,0,0
17,7,2013-06-30,0,0,0,0,0,0
18,7,2013-06-30,0,0,0,0,0,0
19,7,2013-06-30,0,0,0,0,0,0
20,7,2013-06-30,0,0,0,0,0,0
1,6,2013-06-29,5804,671,1,0,0,0
2,6,2013-06-29,3687,428,1,0,0,0
3,6,2013-06-29,6227,742,1,0,0,0
4,6,2013-06-29,10291,1347,1,0,0,0
5,6,2013-06-29,2460,281,1,0,0,0
6,6,2013-06-29,4460,459,1,0,0,0
7,6,2013-06-29,6067,609,1,0,0,0
8,6,2013-06-29,2468,313,1,0,0,0
9,6,2013-06-29,6041,516,1,0,0,0
10,6,2013-06-29,4610,467,1,0,0,0
11,6,2013-06-29,5957,819,1,0,0,0
12,6,2013-06-29,6884,795,1,0,0,0
13,6,2013-06-29,4179,345,1,0,0,0
14,6,2013-06-29,4036,445,1,0,0,0
15,6,2013-06-29,6465,630,1,0,0,0
16,6,2013-06-29,4034,454,1,0,0,0
17,6,2013-06-29,2999,399,1,0,0,0
18,6,2013-06-29,5135,576,1,0,0,0
19,6,2013-06-29,4085,427,1,0,0,0
20,6,2013-06-29,4321,436,1,0,0,0
1,5,2013-06-28,4407,568,1,0,0,0
2,5,2013-06-28,5261,664,1,0,0,0
3,5,2013-06-28,8280,887,1,0,0,0
4,5,2013-06-28,9674,1270,1,0,0,1
5,5,2013-06-28,5303,625,1,0,0,0
6,5,2013-06-28,7437,842,1,0,0,0
7,5,2013-06-28,10324,1158,1,0,0,1
8,5,2013-06-28,4293,525,1,0,0,1
9,5,2013-06-28,5358,483,1,0,0,0
10,5,2013-06-28,5814,559,1,0,0,1
11,5,2013-06-28,8929,1118,1,0,0,1
12,5,2013-06-28,6445,749,1,0,0,1
13,5,2013-06-28,3965,318,1,0,0,0
14,5,2013-06-28,5019,613,1,0,0,0
15,5,2013-06-28,7800,743,1,0,0,1
16,5,2013-06-28,7740,895,1,0,0,0
17,5,2013-06-28,6665,907,1,0,0,0
18,5,2013-06-28,7753,911,1,0,0,0
19,5,2013-06-28,6105,572,1,0,0,0
20,5,2013-06-28,6952,783,1,0,0,0
1,4,2013-06-27,3593,464,1,0,0,0
2,4,2013-06-27,4791,575,1,0,0,0
3,4,2013-06-27,6546,787,1,0,0,0
4,4,2013-06-27,8181,1111,1,0,0,1
5,4,2013-06-27,4646,571,1,0,0,0
6,4,2013-06-27,5988,715,1,0,0,0
7,4,2013-06-27,7481,882,1,0,0,1
8,4,2013-06-27,4961,635,1,0,0,1
9,4,2013-06-27,4983,451,1,0,0,0
10,4,2013-06-27,4791,547,1,0,0,1
11,4,2013-06-27,6156,822,1,0,0,1
12,4,2013-06-27,6493,824,1,0,0,1
13,4,2013-06-27,3267,276,1,0,0,0
14,4,2013-06-27,4803,582,1,0,0,0
15,4,2013-06-27,6692,641,1,0,0,1
16,4,2013-06-27,6681,769,1,0,0,0
17,4,2013-06-27,5674,779,1,0,0,0
18,4,2013-06-27,5455,652,1,0,0,0
19,4,2013-06-27,5890,601,1,0,0,0
20,4,2013-06-27,6868,865,1,0,0,0
1,3,2013-06-26,3827,508,1,0,0,0
2,3,2013-06-26,4869,684,1,0,0,0
3,3,2013-06-26,5461,676,1,0,0,0
4,3,2013-06-26,8218,1126,1,0,0,1
5,3,2013-06-26,4511,583,1,0,0,0
6,3,2013-06-26,5938,717,1,0,0,0
7,3,2013-06-26,7585,882,1,0,0,1
8,3,2013-06-26,3794,516,1,0,0,1
9,3,2013-06-26,4255,418,1,0,0,0
10,3,2013-06-26,4923,556,1,0,0,0
11,3,2013-06-26,7574,1083,1,0,0,1
12,3,2013-06-26,6298,807,1,0,0,1
13,3,2013-06-26,3253,295,1,0,0,0
14,3,2013-06-26,4025,569,1,0,0,0
15,3,2013-06-26,5056,551,1,0,0,1
16,3,2013-06-26,6498,739,1,0,0,0
17,3,2013-06-26,4936,696,1,0,0,0
18,3,2013-06-26,5838,680,1,0,0,0
19,3,2013-06-26,4732,528,1,0,0,0
20,3,2013-06-26,6788,818,1,0,0,0
1,2,2013-06-25,4536,528,1,0,0,0
2,2,2013-06-25,3921,533,1,0,0,0
3,2,2013-06-25,5414,701,1,0,0,0
4,2,2013-06-25,8429,1123,1,0,0,1
5,2,2013-06-25,3476,443,1,0,0,0
6,2,2013-06-25,4942,626,1,0,0,0
7,2,2013-06-25,8285,1024,1,0,0,1
8,2,2013-06-25,4090,564,1,0,0,1
9,2,2013-06-25,5078,496,1,0,0,0
10,2,2013-06-25,4946,584,1,0,0,0
11,2,2013-06-25,6003,957,1,0,0,1
12,2,2013-06-25,5775,768,1,0,0,1
13,2,2013-06-25,3127,301,1,0,0,0
14,2,2013-06-25,4509,582,1,0,0,0
15,2,2013-06-25,4906,534,1,0,0,1
16,2,2013-06-25,6555,875,1,0,0,0
17,2,2013-06-25,5218,719,1,0,0,0
18,2,2013-06-25,4534,560,1,0,0,0
19,2,2013-06-25,5313,547,1,0,0,0
20,2,2013-06-25,7299,853,1,0,0,0
1,1,2013-06-24,3549,494,1,0,0,0
2,1,2013-06-24,4388,562,1,0,0,0
3,1,2013-06-24,6538,716,1,0,0,0
4,1,2013-06-24,9187,1271,1,0,0,1
5,1,2013-06-24,4517,588,1,0,0,0
6,1,2013-06-24,6394,783,1,0,0,0
7,1,2013-06-24,8499,986,1,0,0,1
8,1,2013-06-24,4572,625,1,0,0,1
9,1,2013-06-24,5291,491,1,0,0,0
10,1,2013-06-24,5905,668,1,0,0,0
11,1,2013-06-24,7452,1074,1,0,0,1
12,1,2013-06-24,6314,860,1,0,0,1
13,1,2013-06-24,3412,312,1,0,0,0
14,1,2013-06-24,5226,664,1,0,0,0
15,1,2013-06-24,5293,597,1,0,0,1
16,1,2013-06-24,6522,844,1,0,0,0
17,1,2013-06-24,5518,804,1,0,0,0
18,1,2013-06-24,5237,683,1,0,0,0
19,1,2013-06-24,5198,604,1,0,0,0
20,1,2013-06-24,7286,859,1,0,0,0
1,7,2013-06-23,0,0,0,0,0,0
2,7,2013-06-23,0,0,0,0,0,0
3,7,2013-06-23,0,0,0,0,0,0
4,7,2013-06-23,0,0,0,0,0,0
5,7,2013-06-23,0,0,0,0,0,0
6,7,2013-06-23,0,0,0,0,0,0
7,7,2013-06-23,0,0,0,0,0,0
8,7,2013-06-23,0,0,0,0,0,0
9,7,2013-06-23,0,0,0,0,0,0
10,7,2013-06-23,0,0,0,0,0,0
11,7,2013-06-23,0,0,0,0,0,0
12,7,2013-06-23,0,0,0,0,0,0
13,7,2013-06-23,0,0,0,0,0,0
14,7,2013-06-23,0,0,0,0,0,0
15,7,2013-06-23,0,0,0,0,0,0
16,7,2013-06-23,0,0,0,0,0,0
17,7,2013-06-23,0,0,0,0,0,0
18,7,2013-06-23,0,0,0,0,0,0
19,7,2013-06-23,0,0,0,0,0,0
20,7,2013-06-23,0,0,0,0,0,0
1,6,2013-06-22,4341,512,1,0,0,0
2,6,2013-06-22,2566,361,1,0,0,0
3,6,2013-06-22,4199,485,1,0,0,0
4,6,2013-06-22,8773,1226,1,0,0,0
5,6,2013-06-22,2250,253,1,0,0,0
6,6,2013-06-22,4501,501,1,0,0,0
7,6,2013-06-22,5582,682,1,0,0,0
8,6,2013-06-22,2326,333,1,0,0,0
9,6,2013-06-22,4731,453,1,0,0,0
10,6,2013-06-22,4795,526,1,0,0,0
11,6,2013-06-22,6328,821,1,0,0,0
12,6,2013-06-22,5976,799,1,0,0,0
13,6,2013-06-22,4573,362,1,0,0,0
14,6,2013-06-22,3776,445,1,0,0,0
15,6,2013-06-22,5381,592,1,0,0,0
16,6,2013-06-22,4937,539,1,0,0,0
17,6,2013-06-22,2332,367,1,0,0,0
18,6,2013-06-22,4129,478,1,0,0,0
19,6,2013-06-22,3617,374,1,0,0,0
20,6,2013-06-22,5322,491,1,0,0,0
1,5,2013-06-21,5173,542,1,1,0,0
2,5,2013-06-21,5333,626,1,1,0,0
3,5,2013-06-21,8739,863,1,1,0,0
4,5,2013-06-21,9438,1237,1,1,0,1
5,5,2013-06-21,6029,653,1,1,0,0
6,5,2013-06-21,7285,831,1,1,0,0
7,5,2013-06-21,9302,1056,1,1,0,0
8,5,2013-06-21,5986,651,1,1,0,0
9,5,2013-06-21,5515,530,1,1,0,0
10,5,2013-06-21,5687,645,1,1,0,0
11,5,2013-06-21,7584,1038,1,1,0,0
12,5,2013-06-21,8028,920,1,1,0,0
13,5,2013-06-21,6374,469,1,1,0,0
14,5,2013-06-21,6202,719,1,1,0,0
15,5,2013-06-21,7149,692,1,1,0,0
16,5,2013-06-21,8367,906,1,1,0,0
17,5,2013-06-21,7590,920,1,1,0,0
18,5,2013-06-21,6933,823,1,1,0,0
19,5,2013-06-21,7497,692,1,1,0,0
20,5,2013-06-21,7579,818,1,1,0,0
1,4,2013-06-20,5011,539,1,1,0,0
2,4,2013-06-20,4683,547,1,1,0,0
3,4,2013-06-20,6633,710,1,1,0,0
4,4,2013-06-20,9545,1263,1,1,0,1
5,4,2013-06-20,5315,563,1,1,0,0
6,4,2013-06-20,6298,765,1,1,0,0
7,4,2013-06-20,8683,960,1,1,0,0
8,4,2013-06-20,6645,792,1,1,0,0
9,4,2013-06-20,5400,504,1,1,0,0
10,4,2013-06-20,5286,587,1,1,0,0
11,4,2013-06-20,8004,1188,1,1,0,0
12,4,2013-06-20,8078,979,1,1,0,0
13,4,2013-06-20,4247,305,1,1,0,0
14,4,2013-06-20,5520,651,1,1,0,0
15,4,2013-06-20,6610,660,1,1,0,0
16,4,2013-06-20,7327,806,1,1,0,0
17,4,2013-06-20,5778,724,1,1,0,0
18,4,2013-06-20,5322,606,1,1,0,0
19,4,2013-06-20,5363,520,1,1,0,0
20,4,2013-06-20,8086,971,1,1,0,0
1,3,2013-06-19,4180,517,1,1,0,0
2,3,2013-06-19,5708,734,1,1,0,0
3,3,2013-06-19,7745,761,1,1,0,0
4,3,2013-06-19,9357,1208,1,1,0,1
5,3,2013-06-19,5594,663,1,1,0,0
6,3,2013-06-19,6975,797,1,1,0,0
7,3,2013-06-19,9036,891,1,1,0,0
8,3,2013-06-19,5355,639,1,1,0,0
9,3,2013-06-19,5116,490,1,1,0,0
10,3,2013-06-19,5697,602,1,1,0,0
11,3,2013-06-19,7887,1198,1,1,0,0
12,3,2013-06-19,7799,909,1,1,0,0
13,3,2013-06-19,5093,362,1,1,0,0
14,3,2013-06-19,6356,648,1,1,0,0
15,3,2013-06-19,7123,662,1,1,0,0
16,3,2013-06-19,7837,893,1,1,0,0
17,3,2013-06-19,5940,758,1,1,0,0
18,3,2013-06-19,6247,696,1,1,0,0
19,3,2013-06-19,6078,616,1,1,0,0
20,3,2013-06-19,7128,895,1,1,0,0
1,2,2013-06-18,4633,554,1,1,0,0
2,2,2013-06-18,5309,611,1,1,0,0
3,2,2013-06-18,9065,892,1,1,0,0
4,2,2013-06-18,9796,1253,1,1,0,0
5,2,2013-06-18,5853,650,1,1,0,0
6,2,2013-06-18,7317,794,1,1,0,0
7,2,2013-06-18,10651,1140,1,1,0,0
8,2,2013-06-18,7131,742,1,1,0,0
9,2,2013-06-18,6040,555,1,1,0,0
10,2,2013-06-18,7078,672,1,1,0,0
11,2,2013-06-18,9044,1365,1,1,0,0
12,2,2013-06-18,8538,926,1,1,0,0
13,2,2013-06-18,5246,387,1,1,0,0
14,2,2013-06-18,5977,688,1,1,0,0
15,2,2013-06-18,6616,641,1,1,0,0
16,2,2013-06-18,8429,951,1,1,0,0
17,2,2013-06-18,7350,933,1,1,0,0
18,2,2013-06-18,6090,643,1,1,0,0
19,2,2013-06-18,6556,646,1,1,0,0
20,2,2013-06-18,8191,977,1,1,0,0
1,1,2013-06-17,5337,585,1,1,0,0
2,1,2013-06-17,7259,743,1,1,0,0
3,1,2013-06-17,10328,986,1,1,0,0
4,1,2013-06-17,13108,1584,1,1,0,0
5,1,2013-06-17,8126,784,1,1,0,0
6,1,2013-06-17,7995,931,1,1,0,0
7,1,2013-06-17,12592,1184,1,1,0,0
8,1,2013-06-17,8248,850,1,1,0,0
9,1,2013-06-17,7704,646,1,1,0,0
10,1,2013-06-17,7854,748,1,1,0,0
11,1,2013-06-17,10398,1408,1,1,0,0
12,1,2013-06-17,10439,1117,1,1,0,0
13,1,2013-06-17,6878,467,1,1,0,0
14,1,2013-06-17,8894,890,1,1,0,0
15,1,2013-06-17,8320,741,1,1,0,0
16,1,2013-06-17,8955,993,1,1,0,0
17,1,2013-06-17,9765,1092,1,1,0,0
18,1,2013-06-17,8625,871,1,1,0,0
19,1,2013-06-17,8710,767,1,1,0,0
20,1,2013-06-17,9486,1031,1,1,0,0
1,7,2013-06-16,0,0,0,0,0,0
2,7,2013-06-16,0,0,0,0,0,0
3,7,2013-06-16,0,0,0,0,0,0
4,7,2013-06-16,0,0,0,0,0,0
5,7,2013-06-16,0,0,0,0,0,0
6,7,2013-06-16,0,0,0,0,0,0
7,7,2013-06-16,0,0,0,0,0,0
8,7,2013-06-16,0,0,0,0,0,0
9,7,2013-06-16,0,0,0,0,0,0
10,7,2013-06-16,0,0,0,0,0,0
11,7,2013-06-16,0,0,0,0,0,0
12,7,2013-06-16,0,0,0,0,0,0
13,7,2013-06-16,0,0,0,0,0,0
14,7,2013-06-16,0,0,0,0,0,0
15,7,2013-06-16,0,0,0,0,0,0
16,7,2013-06-16,0,0,0,0,0,0
17,7,2013-06-16,0,0,0,0,0,0
18,7,2013-06-16,0,0,0,0,0,0
19,7,2013-06-16,0,0,0,0,0,0
20,7,2013-06-16,0,0,0,0,0,0
1,6,2013-06-15,4766,567,1,0,0,0
2,6,2013-06-15,2724,372,1,0,0,0
3,6,2013-06-15,4330,491,1,0,0,0
4,6,2013-06-15,9774,1398,1,0,0,0
5,6,2013-06-15,1970,219,1,0,0,0
6,6,2013-06-15,3951,448,1,0,0,0
7,6,2013-06-15,6090,684,1,0,0,0
8,6,2013-06-15,2653,319,1,0,0,0
9,6,2013-06-15,5094,455,1,0,0,0
10,6,2013-06-15,4765,487,1,0,0,0
11,6,2013-06-15,6806,870,1,0,0,0
12,6,2013-06-15,6208,760,1,0,0,0
13,6,2013-06-15,3994,341,1,0,0,0
14,6,2013-06-15,3384,410,1,0,0,0
15,6,2013-06-15,5561,596,1,0,0,0
16,6,2013-06-15,5320,587,1,0,0,0
17,6,2013-06-15,2347,351,1,0,0,0
18,6,2013-06-15,4677,525,1,0,0,0
19,6,2013-06-15,4191,397,1,0,0,0
20,6,2013-06-15,4821,506,1,0,0,0
1,5,2013-06-14,4150,529,1,0,0,0
2,5,2013-06-14,4437,558,1,0,0,0
3,5,2013-06-14,6440,742,1,0,0,0
4,5,2013-06-14,8291,1167,1,0,0,0
5,5,2013-06-14,4487,587,1,0,0,0
6,5,2013-06-14,6440,744,1,0,0,0
7,5,2013-06-14,8240,1000,1,0,0,0
8,5,2013-06-14,3828,507,1,0,0,0
9,5,2013-06-14,4919,494,1,0,0,0
10,5,2013-06-14,5055,592,1,0,0,0
11,5,2013-06-14,7545,1123,1,0,0,0
12,5,2013-06-14,5895,789,1,0,0,0
13,5,2013-06-14,4056,357,1,0,0,0
14,5,2013-06-14,5660,689,1,0,0,0
15,5,2013-06-14,5235,625,1,0,0,0
16,5,2013-06-14,7125,836,1,0,0,0
17,5,2013-06-14,5393,780,1,0,0,0
18,5,2013-06-14,5633,728,1,0,0,0
19,5,2013-06-14,6549,667,1,0,0,0
20,5,2013-06-14,6457,748,1,0,0,0
1,4,2013-06-13,3661,461,1,0,0,0
2,4,2013-06-13,3763,490,1,0,0,0
3,4,2013-06-13,5499,647,1,0,0,0
4,4,2013-06-13,7680,1086,1,0,0,0
5,4,2013-06-13,4066,519,1,0,0,0
6,4,2013-06-13,5472,731,1,0,0,0
7,4,2013-06-13,7498,867,1,0,0,0
8,4,2013-06-13,4608,668,1,0,0,0
9,4,2013-06-13,4880,446,1,0,0,0
10,4,2013-06-13,4652,522,1,0,0,0
11,4,2013-06-13,6122,994,1,0,0,0
12,4,2013-06-13,5207,721,1,0,0,0
13,4,2013-06-13,3213,271,1,0,0,0
14,4,2013-06-13,4152,500,1,0,0,0
15,4,2013-06-13,5380,612,1,0,0,0
16,4,2013-06-13,6041,807,1,0,0,0
17,4,2013-06-13,5261,753,1,0,0,0
18,4,2013-06-13,5443,650,1,0,0,0
19,4,2013-06-13,5252,564,1,0,0,0
20,4,2013-06-13,7666,981,1,0,0,0
1,3,2013-06-12,3563,476,1,0,0,0
2,3,2013-06-12,4638,645,1,0,0,0
3,3,2013-06-12,5520,657,1,0,0,0
4,3,2013-06-12,7179,1061,1,0,0,0
5,3,2013-06-12,4230,617,1,0,0,0
6,3,2013-06-12,6109,781,1,0,0,0
7,3,2013-06-12,6847,840,1,0,0,0
8,3,2013-06-12,4295,570,1,0,0,0
9,3,2013-06-12,4308,452,1,0,0,0
10,3,2013-06-12,4369,533,1,0,0,0
11,3,2013-06-12,6925,1160,1,0,0,0
12,3,2013-06-12,5867,791,1,0,0,0
13,3,2013-06-12,3167,298,1,0,0,0
14,3,2013-06-12,4686,613,1,0,0,0
15,3,2013-06-12,4857,560,1,0,0,0
16,3,2013-06-12,6457,785,1,0,0,0
17,3,2013-06-12,5308,723,1,0,0,0
18,3,2013-06-12,5166,619,1,0,0,0
19,3,2013-06-12,4848,566,1,0,0,0
20,3,2013-06-12,7388,882,1,0,0,0
1,2,2013-06-11,3784,500,1,0,0,0
2,2,2013-06-11,4233,595,1,0,0,0
3,2,2013-06-11,5592,727,1,0,0,0
4,2,2013-06-11,7557,1015,1,0,0,0
5,2,2013-06-11,4368,544,1,0,0,0
6,2,2013-06-11,6184,768,1,0,0,0
7,2,2013-06-11,7972,1013,1,0,0,0
8,2,2013-06-11,4875,646,1,0,0,0
9,2,2013-06-11,4559,484,1,0,0,0
10,2,2013-06-11,4739,588,1,0,0,0
11,2,2013-06-11,7153,1139,1,0,0,0
12,2,2013-06-11,6312,866,1,0,0,0
13,2,2013-06-11,3475,318,1,0,0,0
14,2,2013-06-11,4857,598,1,0,0,0
15,2,2013-06-11,5510,582,1,0,0,0
16,2,2013-06-11,6898,860,1,0,0,0
17,2,2013-06-11,5170,795,1,0,0,0
18,2,2013-06-11,4738,591,1,0,0,0
19,2,2013-06-11,5227,571,1,0,0,0
20,2,2013-06-11,7288,866,1,0,0,0
1,1,2013-06-10,4291,531,1,0,0,0
2,1,2013-06-10,3786,495,1,0,0,0
3,1,2013-06-10,5881,742,1,0,0,0
4,1,2013-06-10,8917,1243,1,0,0,0
5,1,2013-06-10,4745,583,1,0,0,0
6,1,2013-06-10,6669,815,1,0,0,0
7,1,2013-06-10,8153,962,1,0,0,0
8,1,2013-06-10,4942,659,1,0,0,0
9,1,2013-06-10,5330,546,1,0,0,0
10,1,2013-06-10,5472,635,1,0,0,0
11,1,2013-06-10,7372,1185,1,0,0,0
12,1,2013-06-10,5896,837,1,0,0,0
13,1,2013-06-10,3810,317,1,0,0,0
14,1,2013-06-10,5749,695,1,0,0,0
15,1,2013-06-10,5353,599,1,0,0,0
16,1,2013-06-10,6488,843,1,0,0,0
17,1,2013-06-10,4926,691,1,0,0,0
18,1,2013-06-10,5886,712,1,0,0,0
19,1,2013-06-10,5146,568,1,0,0,0
20,1,2013-06-10,8190,920,1,0,0,0
1,7,2013-06-09,0,0,0,0,0,0
2,7,2013-06-09,0,0,0,0,0,0
3,7,2013-06-09,0,0,0,0,0,0
4,7,2013-06-09,0,0,0,0,0,0
5,7,2013-06-09,0,0,0,0,0,0
6,7,2013-06-09,0,0,0,0,0,0
7,7,2013-06-09,0,0,0,0,0,0
8,7,2013-06-09,0,0,0,0,0,0
9,7,2013-06-09,0,0,0,0,0,0
10,7,2013-06-09,0,0,0,0,0,0
11,7,2013-06-09,0,0,0,0,0,0
12,7,2013-06-09,0,0,0,0,0,0
13,7,2013-06-09,0,0,0,0,0,0
14,7,2013-06-09,0,0,0,0,0,0
15,7,2013-06-09,0,0,0,0,0,0
16,7,2013-06-09,0,0,0,0,0,0
17,7,2013-06-09,0,0,0,0,0,0
18,7,2013-06-09,0,0,0,0,0,0
19,7,2013-06-09,0,0,0,0,0,0
20,7,2013-06-09,0,0,0,0,0,0
1,6,2013-06-08,4262,511,1,0,0,0
2,6,2013-06-08,2246,306,1,0,0,0
3,6,2013-06-08,4002,480,1,0,0,0
4,6,2013-06-08,8419,1222,1,0,0,0
5,6,2013-06-08,2163,260,1,0,0,0
6,6,2013-06-08,4357,475,1,0,0,0
7,6,2013-06-08,6334,717,1,0,0,0
8,6,2013-06-08,2791,337,1,0,0,0
9,6,2013-06-08,5366,515,1,0,0,0
10,6,2013-06-08,4943,532,1,0,0,0
11,6,2013-06-08,6255,914,1,0,0,0
12,6,2013-06-08,6409,1019,1,0,0,0
13,6,2013-06-08,4007,365,1,0,0,0
14,6,2013-06-08,3038,399,1,0,0,0
15,6,2013-06-08,6122,646,1,0,0,0
16,6,2013-06-08,5081,559,1,0,0,0
17,6,2013-06-08,2768,364,1,0,0,0
18,6,2013-06-08,4053,437,1,0,0,0
19,6,2013-06-08,4059,410,1,0,0,0
20,6,2013-06-08,4353,479,1,0,0,0
1,5,2013-06-07,4315,541,1,1,0,0
2,5,2013-06-07,5237,587,1,1,0,0
3,5,2013-06-07,8351,895,1,1,0,0
4,5,2013-06-07,9561,1279,1,1,0,0
5,5,2013-06-07,5056,632,1,1,0,0
6,5,2013-06-07,7755,907,1,1,0,0
7,5,2013-06-07,9231,1085,1,1,0,0
8,5,2013-06-07,5273,619,1,1,0,0
9,5,2013-06-07,6058,544,1,1,0,0
10,5,2013-06-07,6488,651,1,1,0,0
11,5,2013-06-07,8295,1280,1,1,0,0
12,5,2013-06-07,7715,1014,1,1,0,0
13,5,2013-06-07,5208,421,1,1,0,0
14,5,2013-06-07,6163,730,1,1,0,0
15,5,2013-06-07,7075,743,1,1,0,0
16,5,2013-06-07,8025,883,1,1,0,0
17,5,2013-06-07,6783,873,1,1,0,0
18,5,2013-06-07,6774,769,1,1,0,0
19,5,2013-06-07,6662,655,1,1,0,0
20,5,2013-06-07,7042,818,1,1,0,0
1,4,2013-06-06,4881,555,1,1,0,0
2,4,2013-06-06,4776,580,1,1,0,0
